name,date,total_pop,median_age,male_perc,female_perc,white_perc,black_perc,asian_perc,other_perc,employed_perc,unemployed_perc,income_below_poverty_perc,income_median,income_mean,k_12_perc,college_undergrad_perc,total_pop_above_25_w_bach_degree_perc,stem_degree_perc,stem_related_degree_perc,business_degree_perc,education_degree_perc,humanities_degree_perc,healthInsured_perc,mean_travel_work,occupied_housing_units,owned_housing_units,rented_housing_units,life_expectancy,total_enrolled_SNAP,asian_SNAP_enrollment_perc,black_SNAP_enrollment_perc,other_SNAP_enrollment_perc,white_SNAP_enrollment_perc,hdi_index,num_households,single_parent_households,mobile_home_households,no_HS_diploma_households,no_vehicle_households,limited_english_households,eviction_filings,eviction_rate_perc,hl_binge_drinking_prev,hl_high_blood_pressure_prev,hl_cancer_prev,hl_asthma_prev,hl_heart_disease_prev,hl_doctor_visits_prev,hl_smoking_prev,hl_dentist_visits_prev,hl_kidney_disease_prev,hl_poor_mental_health_prev,hl_obesity_prev,hl_poor_sleep_prev,hl_stroke_prev,hs_subsidized_units,hl_VA_health_coverage,hl_public_coverage,hl_medicare_coverage,hl_private_coverage,inc_no_internet_households,inc_internet_households,hs_median_rent,acs_SNAP_household_total,acs_SNAP_household_white,acs_SNAP_household_black,acs_SNAP_household_Asian
t3020801,2018,1987.0,38.0,53.0,47.0,67.0,24.0,4.0,3.0,66.0,2.0,18.0,54880.0,67155.0,77.0,14.0,320.0,30.0,8.0,27.0,8.0,28.0,95.0,26.0,844.0,615.0,229.0,78.0,1407.0,14.0,30.0,5.0,49.0,4.78,844.0,78.0,0.0,84.0,79.0,47.0,,,,,,,,,,,,,,,,12.0,37.0,416.0,264.0,1438.0,433.0,1538.0,1104.0,61.0,32.0,29.0,0.0
t3020801,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3020804,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3020804,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3020804,2018,3176.0,40.0,49.0,52.0,69.0,26.0,2.0,1.0,71.0,3.0,4.0,55712.0,64980.0,64.0,26.0,564.0,39.0,17.0,6.0,12.0,27.0,89.0,22.0,1279.0,772.0,507.0,78.0,2501.0,,38.0,24.0,37.0,4.82,1279.0,90.0,0.0,277.0,151.0,311.0,20.0,25.0,,,,,,,,,,,,,,26.0,32.0,710.0,550.0,1978.0,819.0,2315.0,974.0,134.0,78.0,35.0,9.0
t3020804,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3020902,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3020902,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3020902,2018,2243.0,37.0,51.0,49.0,92.0,1.0,4.0,0.0,73.0,2.0,8.0,81136.0,82110.0,80.0,16.0,664.0,30.0,10.0,14.0,17.0,28.0,96.0,24.0,883.0,789.0,94.0,81.0,998.0,,47.0,3.0,49.0,5.56,883.0,61.0,0.0,82.0,29.0,23.0,,,,,,,,,,,,,,,,8.0,32.0,399.0,377.0,1720.0,166.0,2042.0,1413.0,23.0,23.0,0.0,0.0
t3020902,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3020903,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3020903,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3020903,2018,2973.0,40.0,49.0,51.0,83.0,1.0,8.0,5.0,68.0,1.0,4.0,72978.0,79608.0,70.0,20.0,857.0,32.0,2.0,33.0,17.0,17.0,96.0,23.0,1257.0,1130.0,127.0,81.0,980.0,,39.0,11.0,48.0,5.1,1257.0,62.0,0.0,97.0,23.0,0.0,,,,,,,,,,,,,,,,6.0,84.0,451.0,476.0,2376.0,436.0,2526.0,1376.0,45.0,17.0,0.0,0.0
t3020903,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,62.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3021001,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,43.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3021001,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3021001,2018,6211.0,36.0,50.0,50.0,74.0,21.0,2.0,0.0,72.0,4.0,5.0,63232.0,70928.0,64.0,29.0,1527.0,24.0,8.0,21.0,25.0,22.0,96.0,22.0,2444.0,1743.0,701.0,77.0,2931.0,,39.0,15.0,45.0,4.65,2444.0,255.0,0.0,138.0,104.0,20.0,17.0,35.0,,,,,,,,,,,,,,27.0,73.0,1210.0,875.0,4568.0,313.0,5763.0,871.0,101.0,34.0,67.0,0.0
t3021001,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3021002,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3021002,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3021002,2018,1959.0,39.0,46.0,54.0,75.0,20.0,0.0,0.0,68.0,2.0,7.0,60494.0,76243.0,77.0,13.0,458.0,26.0,6.0,29.0,16.0,24.0,96.0,20.0,878.0,446.0,432.0,80.0,1333.0,,61.0,0.0,37.0,6.08,878.0,58.0,0.0,106.0,157.0,0.0,,,,,,,,,,,,,,,,15.0,35.0,340.0,415.0,1503.0,329.0,1608.0,1066.0,62.0,32.0,26.0,0.0
t3021002,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,67.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3021100,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3021100,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3021100,2018,1954.0,36.0,47.0,53.0,80.0,15.0,3.0,0.0,72.0,5.0,9.0,62206.0,67833.0,73.0,13.0,445.0,30.0,12.0,14.0,15.0,29.0,97.0,23.0,842.0,642.0,200.0,81.0,1616.0,,49.0,8.0,42.0,5.31,842.0,46.0,0.0,93.0,68.0,19.0,,,,,,,,,,,,,,,,73.0,26.0,330.0,263.0,1504.0,227.0,1727.0,762.0,118.0,59.0,54.0,5.0
t3021100,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3021200,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3021200,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3021200,2018,4547.0,38.0,48.0,53.0,82.0,6.0,4.0,2.0,70.0,1.0,7.0,80967.0,89904.0,71.0,16.0,1584.0,33.0,6.0,15.0,15.0,31.0,98.0,24.0,1852.0,1495.0,357.0,83.0,1797.0,1.0,48.0,15.0,35.0,6.0,1852.0,86.0,0.0,205.0,136.0,59.0,23.0,17.0,,,,,,,,,,,,,,53.0,78.0,524.0,561.0,3874.0,402.0,4114.0,1075.0,77.0,69.0,8.0,0.0
t3021200,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3021300,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3021300,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3021300,2018,4648.0,37.0,49.0,51.0,71.0,16.0,2.0,7.0,60.0,4.0,10.0,36985.0,53832.0,66.0,26.0,927.0,26.0,10.0,20.0,7.0,37.0,92.0,23.0,2397.0,1163.0,1234.0,75.0,6978.0,,59.0,11.0,28.0,4.71,2397.0,280.0,0.0,272.0,501.0,64.0,35.0,54.0,,,,,,,,,,,,,,234.0,160.0,1073.0,1017.0,3106.0,624.0,3993.0,738.0,325.0,94.0,208.0,0.0
t3021300,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3021400,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3021400,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3021400,2018,3317.0,34.0,52.0,48.0,72.0,13.0,3.0,0.0,76.0,4.0,16.0,75694.0,83342.0,70.0,17.0,889.0,39.0,2.0,23.0,3.0,33.0,98.0,24.0,1270.0,947.0,323.0,78.0,3229.0,,59.0,17.0,22.0,5.49,1270.0,126.0,21.0,114.0,13.0,11.0,15.0,47.0,,,,,,,,,,,,,,41.0,52.0,459.0,328.0,2653.0,186.0,3022.0,1139.0,136.0,37.0,99.0,0.0
t3021400,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3021501,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3021501,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3021501,2018,4270.0,44.0,44.0,56.0,72.0,16.0,3.0,4.0,51.0,3.0,7.0,47292.0,67444.0,64.0,23.0,854.0,27.0,13.0,23.0,14.0,23.0,94.0,23.0,1632.0,883.0,749.0,76.0,3224.0,4.0,55.0,13.0,26.0,4.04,1632.0,94.0,0.0,280.0,224.0,73.0,20.0,40.0,,,,,,,,,,,,,,118.0,175.0,998.0,1023.0,2667.0,874.0,3118.0,1058.0,178.0,80.0,74.0,12.0
t3021501,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3021502,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3021502,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3021502,2018,3844.0,36.0,44.0,56.0,53.0,35.0,2.0,5.0,58.0,4.0,20.0,33939.0,58304.0,76.0,14.0,502.0,32.0,8.0,27.0,12.0,22.0,90.0,27.0,1512.0,426.0,1086.0,70.0,5219.0,,67.0,12.0,19.0,2.52,1512.0,330.0,0.0,569.0,329.0,313.0,19.0,53.0,,,,,,,,,,,,,,164.0,47.0,1389.0,575.0,1689.0,1126.0,2381.0,869.0,250.0,70.0,142.0,0.0
t3021502,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,47.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3021503,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3021503,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3021503,2018,5045.0,36.0,48.0,53.0,69.0,25.0,2.0,0.0,66.0,1.0,13.0,51667.0,66375.0,69.0,20.0,1136.0,25.0,15.0,23.0,16.0,22.0,97.0,24.0,2002.0,1134.0,868.0,84.0,3783.0,6.0,37.0,13.0,42.0,5.06,2002.0,211.0,0.0,212.0,304.0,87.0,15.0,40.0,,,,,,,,,,,,,,185.0,48.0,1404.0,887.0,3273.0,989.0,3993.0,792.0,383.0,198.0,172.0,0.0
t3021503,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3021504,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3021504,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,54.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3021504,2018,3524.0,39.0,49.0,51.0,78.0,10.0,6.0,3.0,71.0,2.0,7.0,61641.0,84717.0,73.0,14.0,995.0,35.0,9.0,19.0,14.0,24.0,96.0,21.0,1400.0,1062.0,338.0,83.0,1554.0,9.0,47.0,10.0,33.0,6.32,1400.0,88.0,0.0,159.0,11.0,149.0,12.0,8.0,,,,,,,,,,,,,,12.0,99.0,544.0,595.0,2819.0,194.0,3302.0,794.0,113.0,49.0,50.0,0.0
t3021504,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3021505,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3021505,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3021505,2018,4398.0,37.0,49.0,51.0,71.0,16.0,4.0,0.0,70.0,4.0,7.0,74228.0,90029.0,63.0,22.0,1407.0,37.0,7.0,22.0,12.0,22.0,96.0,20.0,1830.0,1077.0,753.0,79.0,1923.0,5.0,47.0,13.0,33.0,5.43,1830.0,200.0,0.0,120.0,34.0,40.0,31.0,16.0,,,,,,,,,,,,,,16.0,158.0,1099.0,741.0,2937.0,275.0,3996.0,977.0,80.0,25.0,41.0,14.0
t3021505,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3021601,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3021601,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3021601,2018,4388.0,43.0,46.0,54.0,79.0,12.0,5.0,1.0,73.0,2.0,3.0,92663.0,109420.0,60.0,16.0,1900.0,31.0,8.0,22.0,10.0,28.0,98.0,24.0,1912.0,1554.0,358.0,84.0,1613.0,5.0,37.0,9.0,48.0,7.32,1912.0,107.0,0.0,100.0,17.0,24.0,,,,,,,,,,,,,,,,49.0,127.0,533.0,817.0,3710.0,124.0,4217.0,1327.0,135.0,39.0,53.0,43.0
t3021601,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3021602,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3021602,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3021602,2018,5951.0,42.0,45.0,55.0,85.0,9.0,1.0,0.0,56.0,3.0,15.0,64018.0,89562.0,82.0,10.0,2261.0,30.0,6.0,16.0,11.0,37.0,94.0,23.0,2578.0,1492.0,1086.0,78.0,2987.0,,38.0,1.0,60.0,5.76,2578.0,137.0,47.0,135.0,390.0,142.0,,,,,,,,,,,,,,,,263.0,97.0,888.0,1320.0,4274.0,661.0,4979.0,1067.0,254.0,200.0,0.0,0.0
t3021602,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3021700,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3021700,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3021700,2018,5252.0,51.0,46.0,54.0,90.0,2.0,4.0,1.0,64.0,1.0,10.0,91875.0,127636.0,70.0,12.0,2420.0,32.0,5.0,21.0,11.0,31.0,98.0,23.0,2209.0,2040.0,169.0,82.0,1082.0,11.0,43.0,18.0,26.0,7.54,2209.0,53.0,0.0,53.0,45.0,164.0,,,,,,,,,,,,,,,,13.0,31.0,798.0,1096.0,4117.0,490.0,4681.0,1716.0,29.0,29.0,0.0,0.0
t3021700,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3021800,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3021800,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3021800,2018,2315.0,49.0,47.0,53.0,89.0,3.0,4.0,0.0,63.0,1.0,3.0,101146.0,156300.0,65.0,5.0,1295.0,40.0,6.0,24.0,7.0,23.0,100.0,21.0,1048.0,733.0,315.0,82.0,137.0,,,,100.0,8.32,1048.0,35.0,0.0,0.0,116.0,0.0,,,,,,,,,,,,,,,,8.0,35.0,214.0,516.0,2065.0,276.0,2039.0,1534.0,0.0,0.0,0.0,0.0
t3021800,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3021900,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3021900,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3021900,2018,3458.0,47.0,49.0,51.0,88.0,3.0,5.0,0.0,68.0,2.0,4.0,91250.0,121979.0,62.0,24.0,1498.0,33.0,11.0,17.0,13.0,27.0,97.0,21.0,1530.0,1150.0,380.0,87.0,379.0,,24.0,,75.0,7.93,1530.0,20.0,0.0,47.0,40.0,9.0,10.0,70.0,,,,,,,,,,,,,,2.0,76.0,218.0,789.0,3107.0,221.0,3179.0,1176.0,43.0,43.0,0.0,0.0
t3021900,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3022000,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3022000,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3022000,2018,1778.0,34.0,46.0,54.0,90.0,1.0,4.0,0.0,86.0,2.0,3.0,75000.0,92448.0,41.0,23.0,943.0,36.0,5.0,21.0,5.0,34.0,99.0,21.0,1078.0,603.0,475.0,80.0,186.0,,,,100.0,7.12,1078.0,22.0,0.0,9.0,34.0,0.0,,,,,,,,,,,,,,,,108.0,26.0,68.0,155.0,1674.0,110.0,1668.0,996.0,13.0,13.0,0.0,0.0
t3022000,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3022101,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3022101,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3022101,2018,2706.0,34.0,53.0,47.0,70.0,13.0,8.0,6.0,80.0,4.0,6.0,87565.0,88390.0,63.0,19.0,1158.0,36.0,5.0,25.0,10.0,24.0,98.0,23.0,1250.0,688.0,562.0,81.0,1407.0,,42.0,6.0,50.0,6.74,1250.0,51.0,0.0,89.0,81.0,53.0,26.0,31.0,,,,,,,,,,,,,,74.0,81.0,362.0,276.0,2208.0,100.0,2564.0,1009.0,87.0,67.0,20.0,0.0
t3022101,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3022102,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3022102,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,62.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3022102,2018,2799.0,36.0,42.0,58.0,81.0,14.0,3.0,0.0,69.0,1.0,11.0,62566.0,78964.0,77.0,16.0,1130.0,36.0,4.0,20.0,14.0,27.0,98.0,23.0,1348.0,815.0,533.0,78.0,1677.0,,39.0,9.0,51.0,5.78,1348.0,84.0,0.0,140.0,118.0,60.0,10.0,30.0,,,,,,,,,,,,,,126.0,102.0,314.0,473.0,2238.0,224.0,2492.0,826.0,143.0,56.0,80.0,7.0
t3022102,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3022200,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3022200,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,64.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3022200,2018,4594.0,37.0,51.0,49.0,90.0,4.0,3.0,1.0,76.0,3.0,3.0,68309.0,91902.0,41.0,39.0,1832.0,32.0,12.0,27.0,7.0,22.0,97.0,22.0,2247.0,1424.0,823.0,88.0,600.0,,39.0,7.0,53.0,8.19,2247.0,0.0,0.0,117.0,20.0,16.0,11.0,64.0,,,,,,,,,,,,,,9.0,80.0,423.0,585.0,3992.0,227.0,4343.0,1175.0,54.0,33.0,0.0,0.0
t3022200,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3022301,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3022301,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3022301,2018,2405.0,50.0,50.0,50.0,87.0,7.0,1.0,0.0,57.0,1.0,5.0,72321.0,81912.0,66.0,15.0,956.0,33.0,6.0,19.0,16.0,27.0,99.0,22.0,1067.0,722.0,345.0,78.0,1064.0,,26.0,,73.0,6.11,1067.0,58.0,0.0,61.0,156.0,134.0,,,,,,,,,,,,,,,,57.0,85.0,332.0,612.0,1779.0,282.0,1945.0,1460.0,83.0,61.0,15.0,0.0
t3022301,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,53.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3022302,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3022302,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3022302,2018,3253.0,37.0,46.0,54.0,79.0,14.0,3.0,1.0,68.0,2.0,12.0,47846.0,71396.0,60.0,25.0,802.0,25.0,7.0,24.0,21.0,23.0,90.0,29.0,1408.0,641.0,767.0,73.0,2747.0,,51.0,15.0,32.0,5.06,1408.0,230.0,0.0,86.0,197.0,27.0,24.0,42.0,,,,,,,,,,,,,,47.0,49.0,465.0,368.0,2247.0,564.0,2483.0,932.0,182.0,57.0,103.0,0.0
t3022302,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,52.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3022400,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,53.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3022400,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,67.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3022400,2018,3808.0,36.0,50.0,50.0,77.0,14.0,5.0,2.0,73.0,5.0,17.0,69707.0,80399.0,73.0,12.0,1349.0,29.0,10.0,21.0,9.0,30.0,98.0,20.0,1672.0,1213.0,459.0,75.0,3152.0,,56.0,17.0,26.0,4.85,1672.0,266.0,0.0,80.0,182.0,0.0,10.0,70.0,,,,,,,,,,,,,,57.0,77.0,793.0,509.0,2744.0,253.0,3396.0,919.0,242.0,72.0,170.0,0.0
t3022400,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3022700,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3022700,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3022700,2018,4411.0,34.0,51.0,49.0,73.0,15.0,2.0,6.0,80.0,2.0,4.0,71250.0,85219.0,69.0,11.0,1793.0,36.0,10.0,18.0,10.0,26.0,91.0,22.0,1962.0,1067.0,895.0,80.0,1133.0,,66.0,0.0,32.0,6.33,1962.0,166.0,0.0,236.0,103.0,152.0,25.0,44.0,,,,,,,,,,,,,,10.0,54.0,476.0,483.0,3438.0,452.0,3908.0,911.0,40.0,17.0,23.0,0.0
t3022700,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3022801,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3022801,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
