,Neighborhood,Lat,Long
12277,COLUMBIA PARK,45.03554343,-93.26335372
12279,CEDAR RIVERSIDE,44.96717077,-93.24249456
12282,HOLLAND,45.00802934,-93.25545576
12283,NICOLLET ISLAND - EAST BANK,44.98826383,-93.25921292
12287,HIAWATHA,44.92428758,-93.21275271
12288,MORRIS PARK,44.89927719,-93.21402156
12290,HOLLAND,45.01218,-93.25091
12291,KING FIELD,44.93141903,-93.27532639
12303,LORING PARK,44.97014241,-93.27599671
12306,VENTURA VILLAGE,44.96383942,-93.2539639
12311,MCKINLEY,45.014920000000004,-93.29054000000001
12316,LYNDALE,44.94043359,-93.27973271
12318,NEAR - NORTH,44.99434886,-93.27616625
12329,CORCORAN,44.94293,-93.24484
12334,CLEVELAND,45.01866,-93.30953000000001
12335,WILLARD - HAY,44.99878,-93.30949
12336,DIAMOND LAKE,44.90068482,-93.25515423
12341,MID - CITY INDUSTRIAL,44.99342558,-93.21399528
12345,DOWNTOWN WEST,44.97535,-93.2717
12346,WILLARD - HAY,45.004220000000004,-93.3146
12348,DIAMOND LAKE,44.89341257,-93.26163542
12366,VENTURA VILLAGE,44.96004,-93.25354
12368,JORDAN,45.00539951,-93.30074752
12375,WHITTIER,44.959109999999995,-93.27962
12379,CENTRAL,44.935970000000005,-93.26886
12380,ECCO,44.94382049,-93.29959771
12385,MINNEHAHA,44.90629258,-93.21012932
12388,CEDAR - ISLES - DEAN,44.95197,-93.31319
12389,CARAG,44.94382395,-93.28943114
12391,WILLARD - HAY,44.99943921,-93.30443026
12397,FULTON,44.91521115,-93.32651631
12403,HARRISON,44.98158077,-93.30517362
12405,BRYANT,44.92962124,-93.27273251
12408,POWDERHORN PARK,44.93504781,-93.25997731
12410,HALE,44.90445548,-93.25381968
12414,LORING PARK,44.96879045,-93.28008435
12423,BELTRAMI,44.99870888,-93.24163178
12425,CENTRAL,44.94835251,-93.27094948
12444,MID - CITY INDUSTRIAL,44.99343,-93.21163
12445,KING FIELD,44.92771169,-93.28828004
12451,COMO,44.98783094,-93.22840183
12452,NORTH LOOP,44.97898204,-93.28278085
12461,ELLIOT PARK,44.96954004,-93.26418735
12464,FOLWELL,45.02036,-93.29559
12467,LOWRY HILL,44.96592118,-93.29689437
12468,MIDTOWN PHILLIPS,44.9573353,-93.25940803
12470,PROSPECT PARK - EAST RIVER ROAD,44.973044099999996,-93.22566987
12472,HAWTHORNE,45.00312776,-93.28338604
12476,TANGLETOWN,44.91963,-93.27795
12479,KEEWAYDIN,44.90817248,-93.23592629999999
12481,VENTURA VILLAGE,44.96049073,-93.25484588
12482,CLEVELAND,45.01957059,-93.31841351
12483,MIDTOWN PHILLIPS,44.95823095,-93.25876543
12485,VENTURA VILLAGE,44.96273178,-93.2531349
12486,ELLIOT PARK,44.97082158,-93.25795031
12491,POWDERHORN PARK,44.93864917,-93.25622129
12492,LONGFELLOW,44.94586132,-93.23241958
12494,SEWARD,44.95916635,-93.23541179
12496,WEBBER - CAMDEN,45.02574,-93.28808000000001
12498,SEWARD,44.95520304,-93.23149519
12500,TANGLETOWN,44.91087636,-93.28114788
12504,MCKINLEY,45.01582297,-93.2918071
12505,JORDAN,45.00066415,-93.30189311
12507,CEDAR RIVERSIDE,44.96568,-93.24726
12510,NICOLLET ISLAND - EAST BANK,44.99031863,-93.25204216
12511,HOLLAND,45.01588107,-93.25551083
12512,NORTH LOOP,44.98353229,-93.28254007
12513,POWDERHORN PARK,44.94835935,-93.25949392
12515,WEBBER - CAMDEN,45.02956,-93.2932
12517,NORTH LOOP,44.98527,-93.27592
12518,HIAWATHA,44.91978766,-93.20499233
12520,WILLARD - HAY,45.006029999999996,-93.31665
12522,ERICSSON,44.92598578,-93.22565827
12524,SEWARD,44.96398,-93.23774
12527,SHERIDAN,45.00090103,-93.2638515
12530,SHERIDAN,45.00307236,-93.26691442
12534,FOLWELL,45.01681,-93.30318
12540,HARRISON,44.97978087,-93.30541865
12545,WILLARD - HAY,44.99425707,-93.31334289
12548,REGINA,44.92241917,-93.26892027
12551,FIELD,44.92061651,-93.26385432
12552,JORDAN,45.01235135,-93.31335182
12556,NORTHROP,44.92603978,-93.24858381
12557,AUDUBON PARK,45.01589176,-93.24223081
12558,BRYN - MAWR,44.97116498,-93.31155006
12559,MIDTOWN PHILLIPS,44.95374,-93.26262
12564,SEWARD,44.96360924,-93.22703098
12565,WEST CALHOUN,44.94496691,-93.32269222
12568,POWDERHORN PARK,44.93502453,-93.24987503
12575,EAST HARRIET,44.92590352,-93.29494293
12578,BANCROFT,44.93138123,-93.25113001
12579,VICTORY,45.02500735,-93.31852811
12588,WINDOM,44.90055962,-93.28702171
12595,COLUMBIA PARK,45.01948122,-93.24727266
12598,SEWARD,44.95555761,-93.23860582
12602,WILLARD - HAY,44.993320000000004,-93.30821999999999
12605,MCKINLEY,45.014920000000004,-93.28929000000001
12610,KING FIELD,44.92958552,-93.27792165
12612,FULTON,44.90974065,-93.31884057
12613,HARRISON,44.98211412,-93.30830649
12615,HOWE,44.93412,-93.22874
12616,ECCO,44.94747989,-93.29956376
12621,MID - CITY INDUSTRIAL,44.99148126,-93.22344595
12622,MARCY HOLMES,44.98463602,-93.2324855
12624,LOGAN PARK,45.007490000000004,-93.25501
12626,DOWNTOWN WEST,44.97889,-93.28011
12631,BANCROFT,44.93320707,-93.24986796
12641,VENTURA VILLAGE,44.96091,-93.2611
12646,CARAG,44.93769,-93.29075999999999
12660,REGINA,44.92603625,-93.26378013
12666,MARCY HOLMES,44.9832206,-93.24913117
12671,WINDOM,44.90266115,-93.27682220000001
12675,WILLARD - HAY,44.99154,-93.3159
12685,DOWNTOWN WEST,44.972809999999996,-93.27195
12688,COMO,44.987970000000004,-93.21511
12690,HALE,44.90433229,-93.26138462
12692,KING FIELD,44.93049,-93.27662
12706,VICTORY,45.03441431,-93.30726325
12711,KENWOOD,44.95755,-93.3068
12712,HOWE,44.93152057,-93.21531927
12723,PHILLIPS WEST,44.95270622,-93.27027691
12724,CARAG,44.93951,-93.29838000000001
12727,LYNDALE,44.94382654,-93.28303716
12728,REGINA,44.92061484,-93.26895481
12732,SHINGLE CREEK,45.049409999999995,-93.31061
12742,CEDAR - ISLES - DEAN,44.95279587,-93.31883043
12757,MARCY HOLMES,44.98614075,-93.23859144
12759,ST. ANTHONY WEST,44.99665889,-93.26410735
12760,WINDOM PARK,45.014078999999995,-93.24223555
12773,EAST PHILLIPS,44.95913317,-93.25174742
12780,WILLARD - HAY,44.99084916,-93.31463178
12781,NORTH LOOP,44.98445,-93.28752
12786,KEEWAYDIN,44.90717683,-93.22783015
12793,POWDERHORN PARK,44.94836452,-93.25441298
12803,KENNY,44.9005703,-93.29338705
12808,DOWNTOWN EAST,44.97944228,-93.25712659999999
12821,LOWRY HILL,44.96181212,-93.29308066
12824,SHINGLE CREEK,45.05023214,-93.29924861
12826,HARRISON,44.97792625,-93.30218423
12828,LINDEN HILLS,44.92320857,-93.31263907
12833,DIAMOND LAKE,44.89975725,-93.24856862
12841,PHILLIPS WEST,44.95463654,-93.26640769
12844,COOPER,44.94245894,-93.20396986
12847,FULTON,44.91519925,-93.32779011
12864,NORTHEAST PARK,45.00302834,-93.23717856
12867,PHILLIPS WEST,44.95732,-93.26767
12869,STANDISH,44.92779975,-93.23339362
12870,WEBBER - CAMDEN,45.03750743,-93.30159691
12873,KEEWAYDIN,44.90624738,-93.23229070000001
12874,POWDERHORN PARK,44.94473,-93.25247
12877,ELLIOT PARK,44.970729999999996,-93.2608
12878,WEBBER - CAMDEN,45.03604564,-93.3015645
12881,NEAR - NORTH,44.99198,-93.29565
12883,NORTHROP,44.92422751,-93.26000928
12885,ARMATAGE,44.89434893,-93.31184528
12886,ST. ANTHONY EAST,44.99689706,-93.25179717
12905,FULTON,44.91330269,-93.31251753
12924,AUDUBON PARK,45.01387576,-93.23200867
12929,MARCY HOLMES,44.98525,-93.25423
12940,NORTHROP,44.92603427,-93.25620202
12941,HIAWATHA,44.92251221,-93.20638471
12959,WHITTIER,44.96269264,-93.27860914
12964,WINDOM PARK,45.01230264,-93.23072689
12967,NICOLLET ISLAND - EAST BANK,44.985674100000004,-93.26032407
12972,WINDOM,44.89425,-93.28459000000001
12974,STANDISH,44.93727921,-93.24227499
12975,JORDAN,45.00597462,-93.29871676
12977,DOWNTOWN WEST,44.97429462,-93.27996035
12978,WILLARD - HAY,44.998839000000004,-93.31780069
12980,STEVENS SQUARE - LORING HEIGHTS,44.96395,-93.27020999999999
12982,HAWTHORNE,45.0059,-93.28182
12996,SHINGLE CREEK,45.04978637,-93.31315399
12997,HIAWATHA,44.92512585,-93.22134905
13019,POWDERHORN PARK,44.93503985,-93.25618977
13026,SUMNER - GLENWOOD,44.98425662,-93.28983271
13031,EAST PHILLIPS,44.95101265,-93.24866739
13033,KING FIELD,44.92957052,-93.28180837
13038,CORCORAN,44.94213373,-93.24738317
13047,PHILLIPS WEST,44.96000958,-93.26511453
13051,CEDAR RIVERSIDE,44.96625266,-93.24091022
13052,LYNNHURST,44.90966584,-93.30229849999999
13053,JORDAN,44.99988634,-93.2988852
13063,CENTRAL,44.93416,-93.26754
13064,LIND - BOHANON,45.03237,-93.28808000000001
13067,NEAR - NORTH,44.999140000000004,-93.28952
13072,WHITTIER,44.95732,-93.27531
13075,HOLLAND,45.01678,-93.25244
13078,MARCY HOLMES,44.98672899,-93.25305268
13079,KING FIELD,44.92055108,-93.27665746
13084,DOWNTOWN EAST,44.9725,-93.2556
13085,SEWARD,44.95830113,-93.22090785
13095,MARSHALL TERRACE,45.01406789,-93.26619505
13097,LORING PARK,44.968920000000004,-93.27781
13098,UNIVERSITY OF MINNESOTA,44.97994,-93.23441
13103,LOGAN PARK,45.00198818,-93.25372449
13104,DIAMOND LAKE,44.90067481,-93.25895879
13108,DOWNTOWN WEST,44.97265,-93.27779
13115,SEWARD,44.96337508,-93.24409407
13117,SEWARD,44.96184912,-93.24092246
13119,VENTURA VILLAGE,44.96454106,-93.25968431
13126,KING FIELD,44.9377,-93.28563
13132,DIAMOND LAKE,44.90066599,-93.26271887
13143,NEAR - NORTH,44.98604341,-93.30082558
13146,DOWNTOWN WEST,44.97603578,-93.26094618
13151,DOWNTOWN WEST,44.9825589,-93.26956481
13152,COMO,44.98987468,-93.23584105
13159,WINDOM PARK,45.010479600000004,-93.23459129
13166,VICTORY,45.03441913,-93.31238276
13167,LONGFELLOW,44.948370000000004,-93.23428
13170,STANDISH,44.93050638,-93.22713327
13172,COOPER,44.94237479,-93.2140155
13173,BRYN - MAWR,44.97626185,-93.31471984
13181,SHINGLE CREEK,45.04394,-93.30798
13182,BRYANT,44.92784146,-93.26376354
13184,LYNDALE,44.93954,-93.27790999999999
13188,ECCO,44.93952092,-93.30155071
13198,VICTORY,45.03042018,-93.31101918
13201,JORDAN,45.01142,-93.3057
13207,ST. ANTHONY EAST,44.998709999999996,-93.25244
13209,NORTH LOOP,44.98823557,-93.28350164
13211,AUDUBON PARK,45.02130062,-93.24478394
13229,DIAMOND LAKE,44.89628,-93.26652
13232,KENWOOD,44.96587656,-93.30850493
13235,DIAMOND LAKE,44.89552789,-93.27127229
13238,WEBBER - CAMDEN,45.02937,-93.29064
13239,LONGFELLOW,44.94591332,-93.22841634
13241,WILLARD - HAY,45.009640000000005,-93.31504
13246,CEDAR RIVERSIDE,44.9653032,-93.23513128
13251,EAST ISLES,44.9495726,-93.30081056
13252,NEAR - NORTH,44.98879592,-93.30699517
13258,FULTON,44.91155569,-93.32011937
13259,ERICSSON,44.92146007,-93.22897264
13262,MIDTOWN PHILLIPS,44.95195,-93.25248
13264,ELLIOT PARK,44.96803,-93.26255
13265,LOWRY HILL EAST,44.95195011,-93.29506795
13267,HOLLAND,45.01404853,-93.26155874
13269,MCKINLEY,45.01308988,-93.28724541
13272,POWDERHORN PARK,44.93412,-93.25113
13275,MARCY HOLMES,44.98027522,-93.24326654
13276,SEWARD,44.96185421,-93.23933371
13284,LIND - BOHANON,45.04300637,-93.29790397
13287,WHITTIER,44.95463813,-93.28804768
13291,DOWNTOWN WEST,44.98246907,-93.27195424
13292,MORRIS PARK,44.90085953,-93.208913
13299,WILLARD - HAY,44.99808348,-93.30443559
13300,WHITTIER,44.94836,-93.28135
13302,DOWNTOWN WEST,44.975159999999995,-93.26816
13322,NORTHROP,44.91520052,-93.26007526
13328,NORTHEAST PARK,45.00013679999999,-93.23971986
13329,BANCROFT,44.93052,-93.25365
13330,FIELD,44.91791534,-93.26707597
13334,LONGFELLOW,44.94761321,-93.22708129
13341,MID - CITY INDUSTRIAL,45.00133802,-93.2270443
13347,LOWRY HILL EAST,44.96270254,-93.29092005
13353,JORDAN,45.01318779,-93.30001458
13361,LOWRY HILL EAST,44.95195,-93.28806999999999
13365,VENTURA VILLAGE,44.9652,-93.26255
13371,HAWTHORNE,45.01132,-93.29053
13373,DOWNTOWN WEST,44.97871306,-93.26886327
13378,LORING PARK,44.968070000000004,-93.27645
13382,DIAMOND LAKE,44.89520985,-93.26283333
13385,MARSHALL TERRACE,45.01497951,-93.26242679999999
13388,SEWARD,44.95646234,-93.23624847
13397,LOWRY HILL,44.96639728,-93.29008147
13403,DOWNTOWN WEST,44.97460525,-93.27763882
13404,LINDEN HILLS,44.9251903,-93.32684895
13409,MID - CITY INDUSTRIAL,44.99702526,-93.23084462
13414,CENTRAL,44.93956,-93.27148000000001
13420,SHERIDAN,45.00252848,-93.26461766
13423,WHITTIER,44.95912,-93.28675
13424,DOWNTOWN EAST,44.97709015,-93.25543797
13428,LORING PARK,44.97381,-93.27956999999999
13429,POWDERHORN PARK,44.93502914,-93.25240085
13430,CENTRAL,44.93777,-93.26759
13431,REGINA,44.92150218,-93.2708668
13435,KING FIELD,44.92049007,-93.28573293
13436,DOWNTOWN WEST,44.98203,-93.27589
13451,CEDAR RIVERSIDE,44.9666026,-93.23615434
13454,MARCY HOLMES,44.98539,-93.24168
13457,MIDTOWN PHILLIPS,44.95553156,-93.26195524
13465,LOWRY HILL EAST,44.94836098,-93.2912807
13472,LOWRY HILL EAST,44.95554,-93.29441
13474,HARRISON,44.97952254,-93.30230107
13480,NORTH LOOP,44.98657183,-93.27186055
13488,CENTRAL,44.94582717,-93.26645959999999
13499,COOPER,44.94925354,-93.21017864
13501,LONGFELLOW,44.95106666,-93.23313816
13506,HALE,44.91066,-93.24861
13507,NICOLLET ISLAND - EAST BANK,44.98671262,-93.25807448
13520,CARAG,44.941309999999994,-93.28945999999999
13529,NEAR - NORTH,44.999109999999995,-93.28019
13530,HAWTHORNE,44.999109999999995,-93.28019
13534,FOLWELL,45.023990000000005,-93.29564
13535,HIAWATHA,44.92518487,-93.21339718
13537,CENTRAL,44.94666381,-93.26965629
13540,HIAWATHA,44.92421374,-93.22171379
13545,KENWOOD,44.95914683,-93.31095841
13550,LINDEN HILLS,44.9296299,-93.32394912
13551,REGINA,44.91967153,-93.27346134
13560,HOLLAND,45.01497,-93.2509
13564,NICOLLET ISLAND - EAST BANK,44.9869,-93.25629
13567,LYNDALE,44.9466036,-93.2849355
13571,LOWRY HILL EAST,44.95004,-93.29318
13572,JORDAN,45.006,-93.30441
13574,LONGFELLOW,44.94409558,-93.2229362
13575,MARCY HOLMES,44.98258,-93.23778
13578,HIAWATHA,44.92873,-93.22268000000001
13583,ST. ANTHONY WEST,44.9987,-93.26906
13585,PHILLIPS WEST,44.95462876,-93.26768105
13586,HAWTHORNE,45.00024927,-93.29334299
13596,LINDEN HILLS,44.92242878,-93.31890146
13599,LYNDALE,44.940414000000004,-93.28432579
13603,HARRISON,44.97756505,-93.30071307
13606,MARCY HOLMES,44.990109999999994,-93.24468
13614,WINDOM,44.89233264,-93.28002540000001
13623,WINDOM PARK,45.0077813,-93.23396361
13629,CEDAR RIVERSIDE,44.973079999999996,-93.24772
13638,FULTON,44.91154555,-93.31884896
13651,NEAR - NORTH,44.99305,-93.28799000000001
13654,NEAR - NORTH,44.99363453,-93.28150717
13656,CLEVELAND,45.02137176,-93.31209469
13657,STANDISH,44.93502137,-93.24480984
13662,LYNDALE,44.94746485,-93.27969498
13663,FULTON,44.91610375,-93.32465909999999
13667,VICTORY,45.03774887,-93.31041882
13668,DOWNTOWN EAST,44.97813,-93.25643000000001
13671,TANGLETOWN,44.90951459,-93.28064684
13672,MID - CITY INDUSTRIAL,44.9943411,-93.21163738
13675,FOLWELL,45.01327,-93.30824
13679,HAWTHORNE,45.0037,-93.29105
13682,FULTON,44.91251638,-93.32712706
13694,LYNNHURST,44.91415662,-93.30295585
13696,PAGE,44.91134579,-93.26649928
13697,COOPER,44.94421516,-93.20637641
13705,STANDISH,44.93682985,-93.24481754
13712,STANDISH,44.93682825,-93.24606643
13713,WHITTIER,44.95195,-93.28806999999999
13724,LOWRY HILL EAST,44.95196,-93.29825
13725,HOWE,44.93874586,-93.21530427
13726,BRYANT,44.92777335,-93.27273809
13738,FIELD,44.91972,-93.26769
13743,NEAR - NORTH,44.999159999999996,-93.29717
13745,EAST ISLES,44.94836419,-93.30274383
13749,LOWRY HILL EAST,44.96327043,-93.28935955
13750,LOWRY HILL EAST,44.95195,-93.29571
13752,MARSHALL TERRACE,45.02302732,-93.27288283
13753,CORCORAN,44.941335200000005,-93.24673544
13754,NORTHEAST PARK,45.00355252,-93.22864943
13783,COMO,44.98637227,-93.2126823
13786,MARSHALL TERRACE,45.0231448,-93.26908868
13787,WAITE PARK,45.02901185,-93.23291629
13789,JORDAN,44.99971241,-93.29716629
13791,VICTORY,45.03235855,-93.31870178
13794,KENWOOD,44.95617356,-93.31479582
13800,EAST HARRIET,44.926790000000004,-93.29486
13804,CLEVELAND,45.01595006,-93.30825147
13806,COMO,44.97753023,-93.20908236
13807,ELLIOT PARK,44.96930835,-93.26482133
13810,STANDISH,44.92780862,-93.23593374
13815,LONGFELLOW,44.94475402,-93.23460643
13820,ELLIOT PARK,44.97052,-93.26653
13824,PROSPECT PARK - EAST RIVER ROAD,44.96230459,-93.21730288
13841,HIAWATHA,44.92423283,-93.21895897
13842,NORTH LOOP,44.98333892,-93.26961693
13847,DIAMOND LAKE,44.89337497,-93.27439219
13852,DIAMOND LAKE,44.89171111,-93.26167552
13854,KEEWAYDIN,44.91259,-93.23222
13859,SEWARD,44.96007251,-93.22985572
13861,ST. ANTHONY WEST,44.99448109,-93.25906371
13863,DIAMOND LAKE,44.89884544,-93.25648563
13865,ST. ANTHONY WEST,44.99737844,-93.26729854
13869,LORING PARK,44.97477,-93.28036999999999
13872,CARAG,44.9404054,-93.28818308
13879,MCKINLEY,45.022676000000004,-93.28232633
13892,WHITTIER,44.96179829,-93.27528018
13898,DIAMOND LAKE,44.89945164,-93.24755955
13899,KENNY,44.8973237,-93.30119563
13900,HAWTHORNE,45.00085958,-93.28647252
13903,VENTURA VILLAGE,44.962720000000004,-93.2568
13906,VENTURA VILLAGE,44.96393018,-93.26037014
13908,PHILLIPS WEST,44.95284167,-93.26643361
13909,JORDAN,45.00939161,-93.3148249
13913,POWDERHORN PARK,44.93684037,-93.25493604
13914,JORDAN,45.004039299999995,-93.30847613
13923,BANCROFT,44.92964643,-93.26250127
13926,HIAWATHA,44.92969483,-93.21659249
13932,CORCORAN,44.94293,-93.2461
13945,LIND - BOHANON,45.04479911,-93.29663574
13948,FULTON,44.91520119,-93.32014686
13952,JORDAN,45.01233664,-93.31079369
13963,NICOLLET ISLAND - EAST BANK,44.98485,-93.25636999999999
13965,WINDOM,44.89233672,-93.27874776
13967,HAWTHORNE,45.0015,-93.29258
13972,TANGLETOWN,44.91874448,-93.2766777
13974,POWDERHORN PARK,44.94134818,-93.25054632
13975,CEDAR - ISLES - DEAN,44.95337406,-93.32355703
13976,JORDAN,45.00318547,-93.29985387
13978,STANDISH,44.92959171,-93.24733108
13979,WEBBER - CAMDEN,45.03223698,-93.29062866
13984,CENTRAL,44.93955,-93.27407
13989,ECCO,44.94394027,-93.30087422
13991,TANGLETOWN,44.90842,-93.27548
13996,HUMBOLDT INDUSTRIAL AREA,45.043929999999996,-93.30548
14004,LONGFELLOW,44.948370000000004,-93.23769
14009,NICOLLET ISLAND - EAST BANK,44.987120000000004,-93.26456
14011,WINDOM,44.89303626,-93.28068235
14015,MARCY HOLMES,44.98294,-93.24844
14017,LONGFELLOW,44.95457272,-93.23467907
14019,LONGFELLOW,44.95107976,-93.22705037
14021,MIDTOWN PHILLIPS,44.95643072,-93.26005181
14022,LINDEN HILLS,44.93320708,-93.31531166
14030,EAST PHILLIPS,44.95195795,-93.24189744
14032,WEST CALHOUN,44.94795145,-93.31925329
14034,VICTORY,45.03545,-93.31878
14040,LONGFELLOW,44.95297872,-93.23608427
14042,DIAMOND LAKE,44.89759015,-93.26649161
14049,CEDAR RIVERSIDE,44.97002643,-93.24996579
14050,JORDAN,44.99953522,-93.3006112
14051,COOPER,44.94416306,-93.21656361
14054,TANGLETOWN,44.91158749,-93.28565279
14056,ERICSSON,44.92056794,-93.2308929
14057,SHINGLE CREEK,45.04668427,-93.31310189
14060,UNIVERSITY OF MINNESOTA,44.97362151,-93.22639333
14061,WINDOM PARK,45.00776841,-93.23011486
14068,POWDERHORN PARK,44.94745314,-93.25757753
14071,EAST HARRIET,44.93049,-93.30812
14077,CEDAR - ISLES - DEAN,44.95432,-93.31201999999999
14081,LINDEN HILLS,44.9274,-93.30981
14086,LOGAN PARK,45.00198239,-93.2575434
14097,FULTON,44.90967904,-93.31249248
14098,WAITE PARK,45.03231915,-93.24602926
14109,KENNY,44.89695516,-93.29084829
14118,SEWARD,44.96097408,-93.22905032
14120,HOLLAND,45.00746652,-93.25928206
14122,WILLARD - HAY,44.99155,-93.31719
14123,WILLARD - HAY,44.9908539,-93.3159093
14127,BRYN - MAWR,44.97004635,-93.32600240000001
14128,LYNDALE,44.94382029,-93.28814729
14136,NORTHROP,44.91181685,-93.26203511
14137,SEWARD,44.96185731,-93.23774484
14142,HOLLAND,45.01217294,-93.26234582
14148,WEBBER - CAMDEN,45.03044481,-93.29064606
14150,HIAWATHA,44.92874924,-93.22085664
14156,BANCROFT,44.92962705,-93.25492578
14159,WAITE PARK,45.03253248,-93.24723071
14161,WHITTIER,44.94835,-93.27538
14163,HOWE,44.93415,-93.22567
14165,JORDAN,45.00780172,-93.30379152
14168,HOLLAND,45.012170000000005,-93.26312
14173,BOTTINEAU,45.01316127,-93.27091709999999
14176,LIND - BOHANON,45.05023046,-93.29535388
14190,WILLARD - HAY,44.99228544,-93.30571259
14199,WINDOM PARK,45.00778671,-93.2352478
14206,ECCO,44.94314,-93.30358000000001
14211,FULTON,44.91702599,-93.32143459
14229,WAITE PARK,45.02673577,-93.24223212
14236,MARCY HOLMES,44.99096887,-93.24776915
14239,ERICSSON,44.92237168,-93.22960087
14241,LYNNHURST,44.91505698,-93.29797964
14245,CEDAR RIVERSIDE,44.96620719,-93.24569062
14250,JORDAN,45.01315,-93.29685
14254,DOWNTOWN WEST,44.97763,-93.26793
14259,MCKINLEY,45.0212088,-93.28804287
14265,MARCY HOLMES,44.98638977,-93.25058011
14269,CEDAR RIVERSIDE,44.96529406,-93.24091402
14270,ERICSSON,44.92508531,-93.22497259999999
14277,DOWNTOWN WEST,44.979490000000006,-93.26266
14284,BANCROFT,44.93412333,-93.25176492
14286,POWDERHORN PARK,44.9359472,-93.25935671
14288,DOWNTOWN EAST,44.97927,-93.25912
14290,SEWARD,44.95556206,-93.23700614
14298,LONGFELLOW,44.95271355,-93.22836378
14301,SUMNER - GLENWOOD,44.98561,-93.28883
14304,LONGFELLOW,44.94761016,-93.23000362
14318,JORDAN,44.999520000000004,-93.30066
14321,FULTON,44.91791824,-93.3182653
14325,LYNDALE,44.94664,-93.27537
14327,WILLARD - HAY,44.998822600000004,-93.31526057
14332,LYNDALE,44.94660492,-93.2862069
14336,DOWNTOWN EAST,44.9787,-93.25778000000001
14362,WENONAH,44.90257028,-93.23925538
14377,CORCORAN,44.94656,-93.24741
14388,NEAR - NORTH,44.99686192,-93.29105312
14395,VENTURA VILLAGE,44.96269,-93.26895
14396,DOWNTOWN WEST,44.97837186,-93.27539854
14398,CEDAR - ISLES - DEAN,44.95013991,-93.32359794
14399,JORDAN,45.00598123,-93.29762070000001
14402,HAWTHORNE,45.01311,-93.28183
14403,HARRISON,44.98083,-93.30323
14417,EAST PHILLIPS,44.95374629,-93.24928038
14420,STANDISH,44.93682742,-93.24735478
14425,LINDEN HILLS,44.91927014,-93.32399112
14427,NORTHROP,44.92422511,-93.25620836
14430,STEVENS SQUARE - LORING HEIGHTS,44.96269638,-93.28208000000001
14436,JORDAN,45.00427814,-93.29652166
14442,BANCROFT,44.93143796,-93.25745293
14447,COMO,44.98658092,-93.22951624
14448,KING FIELD,44.93592,-93.27792
14459,STANDISH,44.93140031,-93.24733665
14461,LIND - BOHANON,45.04481398,-93.2914604
14463,EAST ISLES,44.9618152,-93.29435955
14464,POWDERHORN PARK,44.9483604,-93.2582231
14478,LOWRY HILL,44.96385411,-93.30327101
14483,HOWE,44.93872893,-93.21786196
14484,WEST CALHOUN,44.94495788,-93.32090518
14485,UNIVERSITY OF MINNESOTA,44.97911151,-93.23232784
14487,PROSPECT PARK - EAST RIVER ROAD,44.97023344,-93.22358434
14489,LINDEN HILLS,44.91792105,-93.32474143
14491,ELLIOT PARK,44.96637,-93.25968
14493,COMO,44.98596924,-93.23037597
14501,PAGE,44.904326700000006,-93.26264471
14505,LORING PARK,44.969809999999995,-93.27646
14509,KEEWAYDIN,44.90806166,-93.2310118
14512,WINDOM,44.89520327,-93.28389741
14517,NEAR - NORTH,44.98698768,-93.30574436
14518,EAST PHILLIPS,44.95913,-93.24986
14522,WENONAH,44.90073422,-93.23994771
14533,CENTRAL,44.935061299999994,-93.26884915
14540,HOLLAND,45.01162383,-93.2530969
14541,ST. ANTHONY WEST,44.994859999999996,-93.25933
14546,ELLIOT PARK,44.97207,-93.25782
14553,LYNDALE,44.94132029,-93.28368307
14554,NEAR - NORTH,44.99360782,-93.29717671
14556,KEEWAYDIN,44.91215492,-93.22713797
14563,PROSPECT PARK - EAST RIVER ROAD,44.97473,-93.22567
14564,ELLIOT PARK,44.96986369,-93.26340463
14572,LONGFELLOW,44.95197,-93.22426999999999
14574,LONGFELLOW,44.94838,-93.22842
14575,ERICSSON,44.9205675,-93.22430549
14576,HOLLAND,45.01316515,-93.25490873
14580,LYNNHURST,44.91233989,-93.29950117
14581,MID - CITY INDUSTRIAL,44.99235704,-93.23076452
14585,COOPER,44.94234958,-93.2165653
14592,LINDEN HILLS,44.92270709,-93.32736749
14595,MINNEHAHA,44.90627982,-93.21777263
14602,SEWARD,44.96186821,-93.23141488
14607,CENTRAL,44.93776739,-93.26569831
14609,COMO,44.98966,-93.23581999999999
14611,BOTTINEAU,45.01162325,-93.26617933
14612,EAST HARRIET,44.92409362,-93.28957811
14613,HOLLAND,45.00999,-93.25245
14618,KENNY,44.90096624,-93.29084003
14630,LIND - BOHANON,45.04842245,-93.29021522
14640,WAITE PARK,45.02674135,-93.24095315
14645,FULTON,44.91335872,-93.31885603
14646,FIELD,44.91351726,-93.26778331
14652,BRYN - MAWR,44.97164722,-93.32275095
14656,JORDAN,45.00482,-93.29564
14667,HAWTHORNE,45.00591,-93.28493
14673,ECCO,44.94836,-93.29956
14677,WEST CALHOUN,44.94783332,-93.32882857
14679,HOLLAND,45.010870000000004,-93.25091
14680,HOLLAND,45.01266933,-93.25090187
14690,PHILLIPS WEST,44.9510086,-93.26899988
14693,WHITTIER,44.9609,-93.27274
14697,PAGE,44.90439439,-93.27426428
14707,ERICSSON,44.9214536,-93.22769596
14721,SUMNER - GLENWOOD,44.98277339,-93.29248009999999
14724,LOWRY HILL,44.96182596,-93.29817552
14725,POWDERHORN PARK,44.937740000000005,-93.25242
