"tractName","year","race","Education Index","Health Index","Income Index","Wellbeing Index"
"3026104",2013,"Asian",NA,NA,1.23908667750846,NA
"3026104",2013,"Black/African American",NA,NA,0,NA
"3026104",2013,"Hispanic/Latinx",NA,NA,NA,NA
"3026104",2013,"Native American",NA,NA,NA,NA
"3026104",2013,"White (Non-Hispanic)",NA,NA,8.07078456047575,NA
"3026104",2018,"All",5.83020870409319,8.45833333333333,7.61471360187817,7.30108521310156
"3026104",2018,"Asian",5.30666666666667,NA,5.34158459861963,NA
"3026104",2018,"Black/African American",4.46107530519609,NA,4.47774735802834,NA
"3026104",2018,"Hispanic/Latinx",2.22222222222222,NA,NA,NA
"3026104",2018,"Native American",NA,NA,NA,NA
"3026104",2018,"White (Non-Hispanic)",7.68888888888889,NA,8.60792055090166,NA
"3026201",2013,"All",NA,7.875,6.63105218701216,NA
"3026201",2013,"Asian",NA,NA,3.27325530975935,NA
"3026201",2013,"Black/African American",NA,NA,3.92284584380307,NA
"3026201",2013,"Hispanic/Latinx",NA,NA,3.66278876365814,NA
"3026201",2013,"Native American",NA,NA,NA,NA
"3026201",2013,"White (Non-Hispanic)",NA,NA,6.79009863633839,NA
"3026201",2018,"All",8.09923228178165,7.875,7.72466315777001,7.89963181318389
"3026201",2018,"Asian",NA,NA,NA,NA
"3026201",2018,"Black/African American",8.31555555555556,NA,9.88630833378513,NA
"3026201",2018,"Hispanic/Latinx",2.22222222222222,NA,4.69534703857646,NA
"3026201",2018,"Native American",NA,NA,NA,NA
"3026201",2018,"White (Non-Hispanic)",8.324563296583,NA,7.78894529003011,NA
"3026202",2013,"All",NA,6.95833333333333,6.42076890231414,NA
"3026202",2013,"Asian",NA,NA,2.48991992632506,NA
"3026202",2013,"Black/African American",NA,NA,NA,NA
"3026202",2013,"Hispanic/Latinx",NA,NA,0,NA
"3026202",2013,"Native American",NA,NA,NA,NA
"3026202",2013,"White (Non-Hispanic)",NA,NA,6.7131487615066,NA
"3026202",2018,"All",6.82033327092305,6.95833333333333,9.43910326560474,7.73925662328704
"3026202",2018,"Asian",NA,NA,10,NA
"3026202",2018,"Black/African American",4.08805031446541,NA,0.893602955306652,NA
"3026202",2018,"Hispanic/Latinx",NA,NA,1.42846338192207,NA
"3026202",2018,"Native American",NA,NA,NA,NA
"3026202",2018,"White (Non-Hispanic)",7.14269222840651,NA,9.83246054741252,NA
"3026205",2013,"All",NA,6.625,7.15801854440854,NA
"3026205",2013,"Asian",NA,NA,10,NA
"3026205",2013,"Black/African American",NA,NA,6.42107346740132,NA
"3026205",2013,"Hispanic/Latinx",NA,NA,0,NA
"3026205",2013,"Native American",NA,NA,NA,NA
"3026205",2013,"White (Non-Hispanic)",NA,NA,6.87733399508272,NA
"3026205",2018,"All",7.32891842008121,6.625,8.1133914566652,7.35576995891547
"3026205",2018,"Asian",NA,NA,7.41857084440739,NA
"3026205",2018,"Black/African American",NA,NA,NA,NA
"3026205",2018,"Hispanic/Latinx",7.45777777777778,NA,0.0899517847805501,NA
"3026205",2018,"Native American",NA,NA,NA,NA
"3026205",2018,"White (Non-Hispanic)",7.34089494314433,NA,8.20552061228791,NA
"3026206",2013,"All",NA,6.70833333333333,7.7845603906784,NA
"3026206",2013,"Asian",NA,NA,10,NA
"3026206",2013,"Black/African American",NA,NA,NA,NA
"3026206",2013,"Hispanic/Latinx",NA,NA,NA,NA
"3026206",2013,"Native American",NA,NA,NA,NA
"3026206",2013,"White (Non-Hispanic)",NA,NA,7.65310125385477,NA
"3026206",2018,"All",6.17278723579242,6.70833333333333,8.98552609872052,7.28888222261542
"3026206",2018,"Asian",5.85001013171226,NA,7.06335164123935,NA
"3026206",2018,"Black/African American",NA,NA,NA,NA
"3026206",2018,"Hispanic/Latinx",5.39555555555556,NA,5.8868566361578,NA
"3026206",2018,"Native American",NA,NA,NA,NA
"3026206",2018,"White (Non-Hispanic)",6.51705124107809,NA,9.23983484787997,NA
"3026207",2013,"All",NA,7.91666666666667,5.23210582656012,NA
"3026207",2013,"Asian",NA,NA,8.45031053549384,NA
"3026207",2013,"Black/African American",NA,NA,0,NA
"3026207",2013,"Hispanic/Latinx",NA,NA,2.09553733163638,NA
"3026207",2013,"Native American",NA,NA,NA,NA
"3026207",2013,"White (Non-Hispanic)",NA,NA,5.54990958904324,NA
"3026207",2018,"All",6.47343896260037,7.91666666666667,7.26400145227351,7.21803569384685
"3026207",2018,"Asian",10,NA,9.75889384817253,NA
"3026207",2018,"Black/African American",3.7047619047619,NA,4.54696655493942,NA
"3026207",2018,"Hispanic/Latinx",5.65333333333333,NA,2.54417472306005,NA
"3026207",2018,"Native American",NA,NA,6.82713460299585,NA
"3026207",2018,"White (Non-Hispanic)",6.40132029853884,NA,7.54697840899125,NA
"3026208",2013,"All",NA,7.375,5.57438519722127,NA
"3026208",2013,"Asian",NA,NA,NA,NA
"3026208",2013,"Black/African American",NA,NA,0,NA
"3026208",2013,"Hispanic/Latinx",NA,NA,0,NA
"3026208",2013,"Native American",NA,NA,NA,NA
"3026208",2013,"White (Non-Hispanic)",NA,NA,6.11312618494354,NA
"3026208",2018,"All",7.11776106934002,7.375,7.32549606914802,7.27275237949601
"3026208",2018,"Asian",8.34666666666667,NA,6.08869030162109,NA
"3026208",2018,"Black/African American",7.52834467120181,NA,2.43243174774701,NA
"3026208",2018,"Hispanic/Latinx",4.97333333333333,NA,4.08153368022863,NA
"3026208",2018,"Native American",NA,NA,NA,NA
"3026208",2018,"White (Non-Hispanic)",6.86765776229191,NA,7.86674098560447,NA
"3026301",2013,"All",NA,5.91666666666667,10,NA
"3026301",2013,"Asian",NA,NA,6.07881436989878,NA
"3026301",2013,"Black/African American",NA,NA,2.6099547211011,NA
"3026301",2013,"Hispanic/Latinx",NA,NA,7.23359744095094,NA
"3026301",2013,"Native American",NA,NA,NA,NA
"3026301",2013,"White (Non-Hispanic)",NA,NA,10,NA
"3026301",2018,"All",8.65777777777778,5.91666666666667,10,8.19148148148148
"3026301",2018,"Asian",6.66666666666667,NA,10,NA
"3026301",2018,"Black/African American",4.39111111111111,NA,3.2848250519069,NA
"3026301",2018,"Hispanic/Latinx",8.62666666666667,NA,10,NA
"3026301",2018,"Native American",NA,NA,NA,NA
"3026301",2018,"White (Non-Hispanic)",8.33341161121983,NA,10,NA
"3026302",2013,"All",NA,7.08333333333333,7.62563734480269,NA
"3026302",2013,"Asian",NA,NA,10,NA
"3026302",2013,"Black/African American",NA,NA,NA,NA
"3026302",2013,"Hispanic/Latinx",NA,NA,NA,NA
"3026302",2013,"Native American",NA,NA,4.66251471374289,NA
"3026302",2013,"White (Non-Hispanic)",NA,NA,7.69732518563841,NA
"3026302",2018,"All",7.22967601652533,7.08333333333333,9.20189441910192,7.8383012563202
"3026302",2018,"Asian",NA,NA,NA,NA
"3026302",2018,"Black/African American",10,NA,NA,NA
"3026302",2018,"Hispanic/Latinx",6.66666666666667,NA,NA,NA
"3026302",2018,"Native American",NA,NA,NA,NA
"3026302",2018,"White (Non-Hispanic)",7.35725076237392,NA,9.18465982826467,NA
"3026402",2013,"All",NA,5.625,5.50313176239802,NA
"3026402",2013,"Asian",NA,NA,4.65642842696075,NA
"3026402",2013,"Black/African American",NA,NA,4.35740890092802,NA
"3026402",2013,"Hispanic/Latinx",NA,NA,0,NA
"3026402",2013,"Native American",NA,NA,NA,NA
"3026402",2013,"White (Non-Hispanic)",NA,NA,6.10946371947019,NA
"3026402",2018,"All",7.55899302396118,5.625,5.92741485776385,6.37046929390834
"3026402",2018,"Asian",6.619410430839,NA,6.76680102006671,NA
"3026402",2018,"Black/African American",5.87111111111111,NA,5.53683390753104,NA
"3026402",2018,"Hispanic/Latinx",7.99111111111111,NA,NA,NA
"3026402",2018,"Native American",NA,NA,NA,NA
"3026402",2018,"White (Non-Hispanic)",6.7271722516167,NA,6.06253007797317,NA
"3026403",2013,"All",NA,7.25,5.26330824537349,NA
"3026403",2013,"Asian",NA,NA,7.77066126872379,NA
"3026403",2013,"Black/African American",NA,NA,2.48830891961141,NA
"3026403",2013,"Hispanic/Latinx",NA,NA,NA,NA
"3026403",2013,"Native American",NA,NA,NA,NA
"3026403",2013,"White (Non-Hispanic)",NA,NA,5.34879774335242,NA
"3026403",2018,"All",6.39628482182699,7.25,7.04990580970745,6.89873021051148
"3026403",2018,"Asian",9.42743525480368,NA,6.37902192962292,NA
"3026403",2018,"Black/African American",5.94222222222222,NA,0.485707739936212,NA
"3026403",2018,"Hispanic/Latinx",3.84118375033629,NA,1.42173136472951,NA
"3026403",2018,"Native American",NA,NA,NA,NA
"3026403",2018,"White (Non-Hispanic)",5.46155388471178,NA,7.83636824164819,NA
"3026404",2013,"All",NA,NA,7.95263157003971,NA
"3026404",2013,"All",NA,NA,NA,NA
"3026404",2013,"Asian",NA,NA,0.455221630654924,NA
"3026404",2013,"Black/African American",NA,NA,0,NA
"3026404",2013,"Hispanic/Latinx",NA,NA,NA,NA
"3026404",2013,"Native American",NA,NA,NA,NA
"3026404",2013,"White (Non-Hispanic)",NA,NA,8.33411283183984,NA
"3026404",2018,"All",8.60888888888889,NA,10,NA
"3026404",2018,"All",NA,NA,NA,NA
"3026404",2018,"Asian",5.12888888888889,NA,10,NA
"3026404",2018,"Black/African American",7.64888888888889,NA,NA,NA
"3026404",2018,"Hispanic/Latinx",5.55555555555556,NA,NA,NA
"3026404",2018,"Native American",NA,NA,NA,NA
"3026404",2018,"White (Non-Hispanic)",8.69777777777778,NA,10,NA
"3026505",2013,"All",NA,8.20833333333333,7.05566979467778,NA
"3026505",2013,"Asian",NA,NA,10,NA
"3026505",2013,"Black/African American",NA,NA,0,NA
"3026505",2013,"Hispanic/Latinx",NA,NA,1.43563588215428,NA
"3026505",2013,"Native American",NA,NA,NA,NA
"3026505",2013,"White (Non-Hispanic)",NA,NA,7.23508710568571,NA
"3026505",2018,"All",7.01071669071669,8.20833333333333,8.02249139256553,7.74718047220518
"3026505",2018,"Asian",5.43111111111111,NA,5.28182472280852,NA
"3026505",2018,"Black/African American",6.04888888888889,NA,0.335700908345134,NA
"3026505",2018,"Hispanic/Latinx",7.19111111111111,NA,0,NA
"3026505",2018,"Native American",NA,NA,NA,NA
"3026505",2018,"White (Non-Hispanic)",7.53795918367347,NA,8.88847709524532,NA
"3026507",2013,"All",NA,7.875,5.94539076933903,NA
"3026507",2013,"Asian",NA,NA,7.14444988231197,NA
"3026507",2013,"Black/African American",NA,NA,0,NA
"3026507",2013,"Hispanic/Latinx",NA,NA,0,NA
"3026507",2013,"Native American",NA,NA,NA,NA
"3026507",2013,"White (Non-Hispanic)",NA,NA,6.85448353093731,NA
"3026507",2018,"All",6.24461825881181,7.875,7.53792471799468,7.21918099226883
"3026507",2018,"Asian",8.99676767676768,NA,5.80520032820449,NA
"3026507",2018,"Black/African American",4.43854875283447,NA,3.76462601417444,NA
"3026507",2018,"Hispanic/Latinx",3.07111111111111,NA,1.9923196507873,NA
"3026507",2018,"Native American",NA,NA,0,NA
"3026507",2018,"White (Non-Hispanic)",7.35790407093914,NA,8.15215073195371,NA
"3026508",2013,"All",NA,6.08333333333333,7.38073656290862,NA
"3026508",2013,"Asian",NA,NA,5.47596001351068,NA
"3026508",2013,"Black/African American",NA,NA,1.57457527325772,NA
"3026508",2013,"Hispanic/Latinx",NA,NA,4.13570173640549,NA
"3026508",2013,"Native American",NA,NA,NA,NA
"3026508",2013,"White (Non-Hispanic)",NA,NA,7.9346602112245,NA
"3026508",2018,"All",6.05218623923236,6.08333333333333,9.3674294648833,7.16764967914967
"3026508",2018,"Asian",4.16444444444444,NA,3.05346041660003,NA
"3026508",2018,"Black/African American",7.35555555555556,NA,6.05269448914191,NA
"3026508",2018,"Hispanic/Latinx",NA,NA,NA,NA
"3026508",2018,"Native American",NA,NA,NA,NA
"3026508",2018,"White (Non-Hispanic)",6.23686190983316,NA,9.55988789429728,NA
"3026509",2013,"All",NA,7.79166666666667,7.38577332296112,NA
"3026509",2013,"Asian",NA,NA,10,NA
"3026509",2013,"Black/African American",NA,NA,0,NA
"3026509",2013,"Hispanic/Latinx",NA,NA,1.48918940599673,NA
"3026509",2013,"Native American",NA,NA,NA,NA
"3026509",2013,"White (Non-Hispanic)",NA,NA,7.79056220239251,NA
"3026509",2018,"All",6.8831642455786,7.79166666666667,9.21306849905492,7.96263313710006
"3026509",2018,"Asian",NA,NA,10,NA
"3026509",2018,"Black/African American",4.32193573364305,NA,8.51012495393031,NA
"3026509",2018,"Hispanic/Latinx",3.83839598997494,NA,10,NA
"3026509",2018,"Native American",NA,NA,NA,NA
"3026509",2018,"White (Non-Hispanic)",7.18256311920742,NA,9.2043060385479,NA
"3026510",2013,"All",NA,8.95833333333333,5.24131883351569,NA
"3026510",2013,"Asian",NA,NA,8.71879897664506,NA
"3026510",2013,"Black/African American",NA,NA,3.16572033030024,NA
"3026510",2013,"Hispanic/Latinx",NA,NA,2.0602085812031,NA
"3026510",2013,"Native American",NA,NA,NA,NA
"3026510",2013,"White (Non-Hispanic)",NA,NA,5.22251853503364,NA
"3026510",2018,"All",4.26666666666667,8.95833333333333,7.23697966857622,6.82065988952541
"3026510",2018,"Asian",8.43555555555556,NA,8.17621803254629,NA
"3026510",2018,"Black/African American",4.01273576097106,NA,7.83556715927848,NA
"3026510",2018,"Hispanic/Latinx",4.87344487344487,NA,0.344360722219718,NA
"3026510",2018,"Native American",NA,NA,NA,NA
"3026510",2018,"White (Non-Hispanic)",4.39111111111111,NA,7.62848424828573,NA
"3026511",2013,"All",NA,4.58333333333333,4.18822526662809,NA
"3026511",2013,"Asian",NA,NA,4.1265909792756,NA
"3026511",2013,"Black/African American",NA,NA,0,NA
"3026511",2013,"Hispanic/Latinx",NA,NA,0,NA
"3026511",2013,"Native American",NA,NA,NA,NA
"3026511",2013,"White (Non-Hispanic)",NA,NA,5.5540523841238,NA
"3026511",2018,"All",6.23338162758494,4.58333333333333,4.97625567354576,5.26432354482135
"3026511",2018,"Asian",7.97461613216715,NA,1.36288533725538,NA
"3026511",2018,"Black/African American",6.05333333333333,NA,1.01214890209637,NA
"3026511",2018,"Hispanic/Latinx",2.49225785552316,NA,0,NA
"3026511",2018,"Native American",NA,NA,NA,NA
"3026511",2018,"White (Non-Hispanic)",4.89412019218675,NA,7.0226354036867,NA
"3026512",2013,"All",NA,9.04166666666667,6.38412361225264,NA
"3026512",2013,"Asian",NA,NA,1.49074002382901,NA
"3026512",2013,"Black/African American",NA,NA,0,NA
"3026512",2013,"Hispanic/Latinx",NA,NA,0,NA
"3026512",2013,"Native American",NA,NA,0,NA
"3026512",2013,"White (Non-Hispanic)",NA,NA,7.3034020481601,NA
"3026512",2018,"All",7.77777777777778,9.04166666666667,7.78692866144583,8.20212436863009
"3026512",2018,"Asian",4.22222222222222,NA,8.757746628293,NA
"3026512",2018,"Black/African American",4.36888888888889,NA,3.13758078244216,NA
"3026512",2018,"Hispanic/Latinx",4.3684178187404,NA,4.32591249217025,NA
"3026512",2018,"Native American",NA,NA,0,NA
"3026512",2018,"White (Non-Hispanic)",8.05866730317858,NA,8.09900956666713,NA
"3026514",2013,"All",NA,5.66666666666666,4.53176741181511,NA
"3026514",2013,"Asian",NA,NA,4.03460394643263,NA
"3026514",2013,"Black/African American",NA,NA,0,NA
"3026514",2013,"Hispanic/Latinx",NA,NA,1.69966110424834,NA
"3026514",2013,"Native American",NA,NA,NA,NA
"3026514",2013,"White (Non-Hispanic)",NA,NA,5.05135261044679,NA
"3026514",2018,"All",4.19111111111111,5.66666666666666,6.28948816407486,5.38242198061754
"3026514",2018,"Asian",5.78222222222222,NA,6.49322744093574,NA
"3026514",2018,"Black/African American",6.14222222222222,NA,3.70794932646074,NA
"3026514",2018,"Hispanic/Latinx",2.22222222222222,NA,0.0449164067631449,NA
"3026514",2018,"Native American",NA,NA,NA,NA
"3026514",2018,"White (Non-Hispanic)",4.02666666666667,NA,6.38544370749491,NA
"3026605",2013,"All",NA,6.58333333333333,7.69086170711248,NA
"3026605",2013,"Asian",NA,NA,6.8702013119834,NA
"3026605",2013,"Black/African American",NA,NA,8.74585789969003,NA
"3026605",2013,"Hispanic/Latinx",NA,NA,0,NA
"3026605",2013,"Native American",NA,NA,0,NA
"3026605",2013,"White (Non-Hispanic)",NA,NA,8.40950814392367,NA
"3026605",2018,"All",6.68826323716835,6.58333333333333,8.1632397092947,7.14494542659879
"3026605",2018,"Asian",7.06404416839199,NA,6.06873484718774,NA
"3026605",2018,"Black/African American",2.85714285714286,NA,NA,NA
"3026605",2018,"Hispanic/Latinx",10,NA,5.59739554834269,NA
"3026605",2018,"Native American",NA,NA,NA,NA
"3026605",2018,"White (Non-Hispanic)",6.69583026560583,NA,8.65090678902401,NA
"3026606",2013,"All",NA,9,6.67890097469081,NA
"3026606",2013,"Asian",NA,NA,5.70359478021107,NA
"3026606",2013,"Black/African American",NA,NA,NA,NA
"3026606",2013,"Hispanic/Latinx",NA,NA,0,NA
"3026606",2013,"Native American",NA,NA,NA,NA
"3026606",2013,"White (Non-Hispanic)",NA,NA,6.97530408449166,NA
"3026606",2018,"All",6.52279858221606,9,7.96362591387762,7.82880816536456
"3026606",2018,"Asian",8.10921039328683,NA,4.52440073043558,NA
"3026606",2018,"Black/African American",5.84581865622962,NA,2.09789596808685,NA
"3026606",2018,"Hispanic/Latinx",8.27555555555556,NA,3.10172961657942,NA
"3026606",2018,"Native American",NA,NA,NA,NA
"3026606",2018,"White (Non-Hispanic)",6.20943749100849,NA,8.42357601761856,NA
"3026609",2013,"All",NA,9.33333333333334,5.00649213163247,NA
"3026609",2013,"Asian",NA,NA,8.24748231671251,NA
"3026609",2013,"Black/African American",NA,NA,NA,NA
"3026609",2013,"Hispanic/Latinx",NA,NA,NA,NA
"3026609",2013,"Native American",NA,NA,NA,NA
"3026609",2013,"White (Non-Hispanic)",NA,NA,5.06729089951198,NA
"3026609",2018,"All",5.35839838322597,9.33333333333334,8.18523764339128,7.62565645331686
"3026609",2018,"Asian",6.69333333333333,NA,5.93953620095645,NA
"3026609",2018,"Black/African American",NA,NA,NA,NA
"3026609",2018,"Hispanic/Latinx",3.50444444444444,NA,0,NA
"3026609",2018,"Native American",NA,NA,0,NA
"3026609",2018,"White (Non-Hispanic)",5.18395280235988,NA,9.14884640545542,NA
"3026610",2013,"All",NA,8.625,5.98150344493937,NA
"3026610",2013,"Asian",NA,NA,6.26304764321019,NA
"3026610",2013,"Black/African American",NA,NA,0,NA
"3026610",2013,"Hispanic/Latinx",NA,NA,6.9922933907643,NA
"3026610",2013,"Native American",NA,NA,0,NA
"3026610",2013,"White (Non-Hispanic)",NA,NA,6.4694811406855,NA
"3026610",2018,"All",6.36756132756133,8.625,8.25571859777688,7.7494266417794
"3026610",2018,"Asian",9.28444444444444,NA,5.09364268707126,NA
"3026610",2018,"Black/African American",4.06201058201058,NA,2.41115020475119,NA
"3026610",2018,"Hispanic/Latinx",5.40305171530978,NA,1.26437390629474,NA
"3026610",2018,"Native American",NA,NA,0,NA
"3026610",2018,"White (Non-Hispanic)",6.31514011365863,NA,9.08480441981227,NA
"3026611",2013,"All",NA,6.95833333333333,6.38947979598469,NA
"3026611",2013,"Asian",NA,NA,1.83493408710346,NA
"3026611",2013,"Black/African American",NA,NA,0,NA
"3026611",2013,"Hispanic/Latinx",NA,NA,5.51285980639495,NA
"3026611",2013,"Native American",NA,NA,NA,NA
"3026611",2013,"White (Non-Hispanic)",NA,NA,7.44934509334425,NA
"3026611",2018,"All",6.69625990809303,6.95833333333333,7.47421565605907,7.04293629916181
"3026611",2018,"Asian",9.74666666666667,NA,10,NA
"3026611",2018,"Black/African American",7.92083296927334,NA,5.52734064282368,NA
"3026611",2018,"Hispanic/Latinx",10,NA,NA,NA
"3026611",2018,"Native American",NA,NA,NA,NA
"3026611",2018,"White (Non-Hispanic)",6.70099813535154,NA,7.76969619588292,NA
"3026612",2013,"All",NA,6.04166666666667,7.07371103545549,NA
"3026612",2013,"Asian",NA,NA,4.85355282629637,NA
"3026612",2013,"Black/African American",NA,NA,7.18384884388431,NA
"3026612",2013,"Hispanic/Latinx",NA,NA,8.89783212205394,NA
"3026612",2013,"Native American",NA,NA,NA,NA
"3026612",2013,"White (Non-Hispanic)",NA,NA,7.52403847455787,NA
"3026612",2018,"All",7.60496842415127,6.04166666666667,8.6258142444465,7.42414977842148
"3026612",2018,"Asian",8.74222222222222,NA,8.95582677682679,NA
"3026612",2018,"Black/African American",4.2032096992901,NA,2.92126683091396,NA
"3026612",2018,"Hispanic/Latinx",8.81777777777778,NA,4.26316222280305,NA
"3026612",2018,"Native American",NA,NA,NA,NA
"3026612",2018,"White (Non-Hispanic)",7.17148892510109,NA,9.11295807580908,NA
"3026613",2013,"All",NA,7.08333333333333,8.81358594990535,NA
"3026613",2013,"Asian",NA,NA,9.03840818083346,NA
"3026613",2013,"Black/African American",NA,NA,NA,NA
"3026613",2013,"Hispanic/Latinx",NA,NA,5.6365631572374,NA
"3026613",2013,"Native American",NA,NA,NA,NA
"3026613",2013,"White (Non-Hispanic)",NA,NA,9.31500029105015,NA
"3026613",2018,"All",7.17405221041585,7.08333333333333,9.29771080523333,7.85169878299417
"3026613",2018,"Asian",8.23703410776075,NA,9.59582030905173,NA
"3026613",2018,"Black/African American",7.86656282956113,NA,2.24209552113743,NA
"3026613",2018,"Hispanic/Latinx",4.54814354727398,NA,3.72294737754297,NA
"3026613",2018,"Native American",NA,NA,NA,NA
"3026613",2018,"White (Non-Hispanic)",6.63356381822135,NA,10,NA
"3026702",2013,"All",NA,4.5,2.4643682554302,NA
"3026702",2013,"Asian",NA,NA,0,NA
"3026702",2013,"Black/African American",NA,NA,0,NA
"3026702",2013,"Hispanic/Latinx",NA,NA,4.5019059137358,NA
"3026702",2013,"Native American",NA,NA,0,NA
"3026702",2013,"White (Non-Hispanic)",NA,NA,2.91376503455349,NA
"3026702",2018,"All",3.55015382939911,4.5,5.09165945936708,4.38060442958873
"3026702",2018,"Asian",4.62666666666667,NA,4.12408279352622,NA
"3026702",2018,"Black/African American",3.77333333333333,NA,0.327424619690309,NA
"3026702",2018,"Hispanic/Latinx",0.213333333333333,NA,0,NA
"3026702",2018,"Native American",NA,NA,NA,NA
"3026702",2018,"White (Non-Hispanic)",4.23687687687688,NA,5.57153175181169,NA
"3026706",2013,"All",NA,NA,5.10624077532403,NA
"3026706",2013,"All",NA,NA,NA,NA
"3026706",2013,"Asian",NA,NA,NA,NA
"3026706",2013,"Black/African American",NA,NA,NA,NA
"3026706",2013,"Hispanic/Latinx",NA,NA,2.91427011358776,NA
"3026706",2013,"Native American",NA,NA,NA,NA
"3026706",2013,"White (Non-Hispanic)",NA,NA,5.26240840925129,NA
"3026706",2018,"All",5.20949186383149,NA,6.80021222670736,NA
"3026706",2018,"All",NA,NA,NA,NA
"3026706",2018,"Asian",NA,NA,8.0448101972584,NA
"3026706",2018,"Black/African American",4.80063492063492,NA,0,NA
"3026706",2018,"Hispanic/Latinx",5.55555555555556,NA,1.40521024320008,NA
"3026706",2018,"Native American",NA,NA,NA,NA
"3026706",2018,"White (Non-Hispanic)",5.1531746031746,NA,6.99616160753973,NA
"3026707",2013,"All",NA,5.41666666666667,4.84801416803649,NA
"3026707",2013,"Asian",NA,NA,0.857037480646575,NA
"3026707",2013,"Black/African American",NA,NA,0.966257487528867,NA
"3026707",2013,"Hispanic/Latinx",NA,NA,5.80668726178515,NA
"3026707",2013,"Native American",NA,NA,NA,NA
"3026707",2013,"White (Non-Hispanic)",NA,NA,5.18403623796741,NA
"3026707",2018,"All",5.64344089571126,5.41666666666667,6.87468885584498,5.97826547274097
"3026707",2018,"Asian",8.06222222222222,NA,4.85602602915662,NA
"3026707",2018,"Black/African American",7.38222222222222,NA,4.62993323817488,NA
"3026707",2018,"Hispanic/Latinx",4.87844155844156,NA,4.68525874645994,NA
"3026707",2018,"Native American",NA,NA,NA,NA
"3026707",2018,"White (Non-Hispanic)",5.30706766917293,NA,7.1614599089954,NA
"3026708",2013,"All",NA,7.58333333333333,5.29437086395235,NA
"3026708",2013,"Asian",NA,NA,5.16142831931781,NA
"3026708",2013,"Black/African American",NA,NA,0,NA
"3026708",2013,"Hispanic/Latinx",NA,NA,NA,NA
"3026708",2013,"Native American",NA,NA,NA,NA
"3026708",2013,"White (Non-Hispanic)",NA,NA,5.70325700683831,NA
"3026708",2018,"All",5.76223930932146,7.58333333333333,6.18880032074954,6.51145765446811
"3026708",2018,"Asian",6.02340597255851,NA,5.37117721768689,NA
"3026708",2018,"Black/African American",1.27111111111111,NA,0,NA
"3026708",2018,"Hispanic/Latinx",2.22222222222222,NA,NA,NA
"3026708",2018,"Native American",NA,NA,NA,NA
"3026708",2018,"White (Non-Hispanic)",6.4535817805383,NA,6.76851434451902,NA
"3026710",2013,"All",NA,5.79166666666667,5.28074199534784,NA
"3026710",2013,"Asian",NA,NA,4.12234933499462,NA
"3026710",2013,"Black/African American",NA,NA,2.6099547211011,NA
"3026710",2013,"Hispanic/Latinx",NA,NA,0,NA
"3026710",2013,"Native American",NA,NA,NA,NA
"3026710",2013,"White (Non-Hispanic)",NA,NA,5.6200026304074,NA
"3026710",2018,"All",5.60017012878749,5.79166666666667,6.58674251616874,5.99285977054097
"3026710",2018,"Asian",5.77887932683113,NA,5.94251936779285,NA
"3026710",2018,"Black/African American",3.94092842168314,NA,2.12259506206298,NA
"3026710",2018,"Hispanic/Latinx",4.36444444444444,NA,5.27313497774649,NA
"3026710",2018,"Native American",NA,NA,NA,NA
"3026710",2018,"White (Non-Hispanic)",5.74212256538022,NA,7.05095253234264,NA
"3026711",2013,"All",NA,NA,4.13654864034438,NA
"3026711",2013,"All",NA,NA,NA,NA
"3026711",2013,"Asian",NA,NA,NA,NA
"3026711",2013,"Black/African American",NA,NA,0,NA
"3026711",2013,"Hispanic/Latinx",NA,NA,NA,NA
"3026711",2013,"Native American",NA,NA,NA,NA
"3026711",2013,"White (Non-Hispanic)",NA,NA,4.38626433031494,NA
"3026711",2018,"All",4.93529495380242,NA,5.29570569988774,NA
"3026711",2018,"All",NA,NA,NA,NA
"3026711",2018,"Asian",NA,NA,NA,NA
"3026711",2018,"Black/African American",3.87555555555555,NA,6.90285177858876,NA
"3026711",2018,"Hispanic/Latinx",2.22222222222222,NA,1.72676525442148,NA
"3026711",2018,"Native American",NA,NA,NA,NA
"3026711",2018,"White (Non-Hispanic)",5.19231931909898,NA,5.25727227031567,NA
"3026712",2013,"All",NA,6.625,4.61821822603495,NA
"3026712",2013,"Asian",NA,NA,2.95229770930074,NA
"3026712",2013,"Black/African American",NA,NA,0,NA
"3026712",2013,"Hispanic/Latinx",NA,NA,2.89884862532418,NA
"3026712",2013,"Native American",NA,NA,NA,NA
"3026712",2013,"White (Non-Hispanic)",NA,NA,5.12407348430645,NA
"3026712",2018,"All",6.49827814569537,6.625,5.42261501691122,6.18196438753553
"3026712",2018,"Asian",NA,NA,6.14514800254911,NA
"3026712",2018,"Black/African American",7.51813902572523,NA,1.5349647220178,NA
"3026712",2018,"Hispanic/Latinx",5.58512226512227,NA,1.16059698224913,NA
"3026712",2018,"Native American",NA,NA,NA,NA
"3026712",2018,"White (Non-Hispanic)",6.5688160291439,NA,6.18032915897004,NA
"3026713",2013,"All",NA,5.95833333333333,5.38620194595011,NA
"3026713",2013,"Asian",NA,NA,4.47917320387134,NA
"3026713",2013,"Black/African American",NA,NA,NA,NA
"3026713",2013,"Hispanic/Latinx",NA,NA,2.02297604833741,NA
"3026713",2013,"Native American",NA,NA,NA,NA
"3026713",2013,"White (Non-Hispanic)",NA,NA,5.8837945670989,NA
"3026713",2018,"All",6.47548737615852,5.95833333333333,7.56713260009764,6.66698443652983
"3026713",2018,"Asian",8.50222222222222,NA,6.88051449269394,NA
